,number_of_requests,number_of_errors,response_time,cpu_cores,memory_usage,cpu_usage
44,5516,1.0,14411.235445535884,6,0.0507251343705575,49.06775768674897
45,7644,1.0,14708.247930273978,6,0.1075226760492199,48.90572816611192
46,9383,0.0,15062.876211867915,6,0.6880782938904627,48.11660287638208
47,9148,2.0,14287.137095614607,6,0.6332894159072003,48.03532092873968
48,6744,0.0,14773.48686915157,6,0.4745434134101941,49.14321560130945
49,6470,1.0,14588.520954670526,6,0.3842641309831186,49.10748314637339
50,8818,0.0,14366.910640854943,6,0.1970774651792717,48.26258172923847
51,9081,0.0,14787.509793999918,6,0.5657616444022717,48.23757183476406
52,9891,2.0,14431.486734158543,6,0.0889384888585151,47.53163398107513
53,5063,0.0,14241.793044057418,6,0.9202739787502088,48.97219885831586
54,5516,1.0,14540.210158917196,6,0.6962439235716271,49.12026941938949
55,7630,1.0,13962.502158397494,6,0.4655877141599577,48.639785741581406
56,9927,2.0,14457.345559926736,6,0.9562730653230154,47.5092601699221
57,6656,0.0,14530.314207276697,6,0.9637471387714988,49.06292101534259
58,6565,1.0,14461.373777465673,6,0.9971869174939414,49.04770325213811
59,7873,1.0,14043.887118064797,6,0.964960594195858,48.58950833182519
60,9250,2.0,15129.42718494938,6,0.0965881924599179,48.23227136939879
61,6300,1.0,14445.25356627904,6,0.2869830747621735,49.06663165826666
62,8095,0.0,14931.391480513434,6,0.6732281757956774,48.814926784718146
63,8907,2.0,14912.693275731255,6,0.0572799036972747,48.38754469904355
64,5197,0.0,14080.905962532446,6,0.1934137450870485,48.91489865975217
65,5199,1.0,13617.800688433425,6,0.5146414545191252,48.71950627176362
66,6746,0.0,14084.330047181227,6,0.613056666148767,48.87830658004458
67,7359,0.0,14699.269392814358,6,0.3664572488138073,48.98678146865347
68,7700,0.0,14480.040619113608,6,0.4164267678732296,48.8052729651606
69,7297,1.0,14205.83448609879,6,0.590535947773735,48.820170738180934
70,5472,0.0,13613.93195817969,6,0.0213331512756256,48.73520742724732
71,6272,1.0,14246.432712379108,6,0.1967499281800636,48.990049061718196
72,8413,0.0,14353.002710735209,6,0.3645182065132484,48.471756668201756
73,7513,1.0,14773.978596019144,6,0.5751352534365956,48.97037510164553
74,9798,0.0,14789.043957222137,6,0.2567780012656385,47.712997585695184
75,8914,0.0,14886.627367464464,6,0.9847047640427014,48.3747492198314
76,8756,1.0,14696.409841334353,6,0.2930525075908612,48.40613171951673
77,7728,1.0,14049.62480288826,6,0.2641984952647714,48.64079009190244
78,5924,0.0,14166.280363310289,6,0.8263622919737592,48.97174590957345
79,5727,0.0,14568.98059275948,6,0.0098200237991784,49.13536495312229
80,6551,1.0,14188.11947611018,6,0.4114668977134208,48.94284343042837
81,7795,0.0,14243.276205004728,6,0.3535987002388988,48.688149423213254
82,7993,1.0,14828.638724491046,6,0.5307032756331072,48.82153371465744
83,9358,0.0,14939.679861046312,6,0.0001011507371835,48.09631156516753
84,9285,0.0,14491.429846281266,6,0.4701164047328366,48.00790874472817
85,8457,0.0,14913.992178764684,6,0.7823869153897111,48.639740067720034
86,9287,1.0,14867.166629902204,6,0.0404267823521417,48.123993041824484
87,8266,0.0,14301.842451785538,6,0.1884369147762471,48.52255591514904
88,7969,1.0,14654.784408701957,6,0.5535854009348306,48.77016033623916
89,9385,1.0,14497.27116366572,6,0.6593746319096695,47.93989784416729
90,7681,1.0,14504.586098593783,6,0.9563884494434606,48.82038644544493
91,9240,0.0,14532.81744640587,6,0.7133135750476048,48.05154894488334
92,9293,0.0,14314.707997620397,6,0.7207513408613655,47.947419075499354
93,8738,2.0,14424.72731473706,6,0.1801884743542465,48.326903869884426
94,5827,1.0,14391.786054539822,6,0.211784510868577,49.063893504362376
95,8461,1.0,14966.908825489629,6,0.6875884127722102,48.65554389719297
96,7345,1.0,14026.055307984572,6,0.1473674260377169,48.741371143001764
97,9913,0.0,15127.636907392502,6,0.2512553627533969,47.717578875455416
98,9467,2.0,14327.356587475491,6,0.5941410204673891,47.829034020955504
99,6585,1.0,14759.305671531563,6,0.576728194525873,49.16009183170285
100,8737,1.0,14245.685094025926,6,0.3045354514134242,48.26844422854327
101,6976,1.0,14158.669369415566,6,0.4575929330662004,48.8702279910384
102,9044,2.0,14217.86891260415,6,0.9114813448486788,48.07935790721948
103,5856,1.0,14392.3417025838,6,0.6131375838188883,49.06388273350873
104,7809,0.0,14121.026354712298,6,0.508779191017231,48.63945964702788
105,6848,0.0,14438.889744704826,6,0.8460447124301816,48.99927640300545
106,7763,1.0,14589.858933330162,6,0.0361547291354396,48.823317393427196
107,9974,1.0,14825.051256249855,6,0.5272675100586033,47.576376262286615
108,8423,2.0,14278.669473822947,6,0.6890358976353766,48.441746534203816
109,5188,0.0,14220.187352297204,6,0.8424857265968868,48.97243604797336
110,5623,0.0,14192.78392756188,6,0.4055544309755048,48.98125556606993
111,5637,0.0,13901.236841975502,6,0.7422925417545313,48.86147841601141
112,5200,0.0,13974.679032682618,6,0.6357002094927725,48.87055087799312
113,9545,0.0,14183.455995963626,6,0.004926461722982,47.728445313549734
114,8896,2.0,14315.5409116888,6,0.3575898821220059,48.20047915633079
115,5344,1.0,13699.85433312727,6,0.5122380938423542,48.76433251145988
116,9064,2.0,14230.780589127746,6,0.9265248478865024,48.07099104566505
117,5811,0.0,14664.813021378945,6,0.0614406160332381,49.17353351507687
118,5524,1.0,13936.938512367453,6,0.316586797043473,48.8726570966695
119,9007,1.0,14282.566367122006,6,0.077626990231495,48.122893798612644
120,7117,1.0,14775.806390449348,6,0.8375703307218667,49.07418850259028
121,9545,1.0,14634.200042462113,6,0.2135179649797356,47.86484369437339
122,8508,2.0,14222.923388726986,6,0.7520720837938238,48.38120365239077
123,5604,1.0,14441.745932531998,6,0.3653738633190826,49.08246734560691
124,7134,1.0,14670.033979507663,6,0.3656416944900191,49.03107997230464
125,9166,1.0,14550.747061781767,6,0.3648086990368709,48.10675290352494
126,6882,0.0,14405.82094044871,6,0.3676045716764312,48.980973031923135
127,7518,0.0,14353.975537949538,6,0.8418331379438274,48.81603713343809
128,7993,0.0,14182.839396303376,6,0.812502075181045,48.59454105968403
129,8050,0.0,14722.817247961362,6,0.7278791197856129,48.76135200057128
130,8138,0.0,14042.305512889305,6,0.010490971820031,48.487492408747485
131,8159,0.0,14504.747340310185,6,0.1611784265806516,48.639627371671715
132,7844,1.0,14839.188909329414,6,0.3343379608839603,48.882827362725
133,5544,1.0,14555.568085960384,6,0.6371687558034891,49.127269704495895
134,9123,0.0,15117.383298541505,6,0.2617116947421046,48.31510375368527
135,8361,0.0,14817.818688225656,6,0.0073906441258804,48.65481231006854
136,7955,1.0,14476.109320276655,6,0.8306293731693859,48.71270816441264
137,6469,1.0,14481.20773945456,6,0.236964794640623,49.065880299595
138,5360,0.0,13792.907352238244,6,0.9292559086138172,48.80448073526251
139,5507,0.0,14593.725720890214,6,0.6225962152980491,49.14169840752821
140,5533,1.0,14265.934040536153,6,0.7500410061489398,49.00882743447751
141,9003,2.0,15053.297555455138,6,0.3013049104668311,48.37298570571996
142,6543,0.0,14518.555544382967,6,0.2497664162184116,49.072379165909716
143,6353,0.0,14528.06365965784,6,0.9671888645823764,49.094900834550074
144,5458,0.0,13936.40389459478,6,0.8002609801170906,48.86964461486822
145,5623,1.0,14499.990588318,6,0.2562596209848746,49.10645392355394
146,9522,2.0,14837.726078246023,6,0.432147712260452,47.94427657117067
147,5429,1.0,13973.886915562198,6,0.3155685792195748,48.88392182640965
148,8817,0.0,14978.767146825325,6,0.578649269278568,48.463183428313414
149,9078,2.0,14433.358129486938,6,0.2935740065172225,48.12664944229255
150,5100,1.0,13998.816885019882,6,0.8409012542586807,48.87318603456833
151,7838,0.0,14000.57074370684,6,0.183136931852918,48.586221627337906
152,8633,0.0,14435.108318607334,6,0.4476045183589486,48.387615368093066
153,7885,1.0,14186.94639023348,6,0.0265884877055186,48.63628810331336
154,6711,1.0,14129.41421886516,6,0.3323077026308909,48.90059751546267
155,9756,0.0,14412.369719306516,6,0.5241023831598457,47.63524016287182
156,9458,0.0,14948.019263624414,6,0.6620334966665972,48.02593354901076
157,9536,0.0,14936.656167157891,6,0.6298306424204622,47.963908473465864
158,8650,2.0,14279.74630517547,6,0.6449427401269855,48.32693822651832
159,5734,0.0,14130.504751323802,6,0.4307586791159736,48.95758607469683
160,5254,0.0,13668.263062413058,6,0.1094678525674961,48.744992012655665
161,5035,0.0,14241.499180268953,6,0.8702023787314006,48.96981582170572
162,9954,2.0,14434.600733171128,6,0.8563689011191598,47.48008290537498
163,7011,1.0,13959.76875009452,6,0.0007914114074601,48.78785465825248
164,9389,0.0,14494.188060702329,6,0.6688685651327616,47.93607220441229
165,8634,1.0,14378.217637933483,6,0.7076208351228015,48.36818066382232
166,6293,1.0,13761.899405051745,6,0.7060557365494987,48.79509052836344
167,9062,2.0,14823.581519906957,6,0.0510026985112687,48.261446536566
168,6593,1.0,13913.1431795404,6,0.7632338576308649,48.830328600427194
169,7762,0.0,14817.331096093678,6,0.9128973558662068,48.90470749036158
170,7353,1.0,14891.088568435422,6,0.7060213136032516,49.05855451628781
171,6086,1.0,13915.811171500098,6,0.6193846422355326,48.86656180941327
172,8447,0.0,15026.738191012711,6,0.1367231444430321,48.68278468340374
173,8676,1.0,14275.725340416844,6,0.2053249747033118,48.31163901837417
174,6835,0.0,13993.931389131078,6,0.8047249516075609,48.830356471111365
175,6505,1.0,14231.37772771377,6,0.3132897046227345,48.96462182227742
176,8034,1.0,14485.411986582789,6,0.2185642308309643,48.684904879413615
177,6964,1.0,14473.146154639746,6,0.9691721295047984,48.99194874576289
178,8461,0.0,14577.065555393128,6,0.6777394033265849,48.52409622792324
179,8975,1.0,14954.067481272228,6,0.2965479097951293,48.35872762040927
180,6599,0.0,14397.714259980614,6,0.6856023253163098,49.018963206655634
181,6188,0.0,14726.32183237717,6,0.4518887645022489,49.1845784239686
182,5232,1.0,14371.890433256616,6,0.4242203198732891,49.038259013732535
183,8155,1.0,14362.90098564431,6,0.2010803667874385,48.59212149794715
184,6511,1.0,14392.71420279971,6,0.6069884950281822,49.02704418874928
185,9617,1.0,14822.522483943572,6,0.0854226775332577,47.867036091355345
186,8176,0.0,14807.153425100623,6,0.3137938834013315,48.73678508272438
187,8230,0.0,14575.622333676574,6,0.4602530371059021,48.632969237285955
188,7382,1.0,14143.698842074944,6,0.351472063507994,48.77581979551131
189,5125,1.0,14252.60379341824,6,0.9515400172164938,48.98148096391115
190,7165,1.0,14719.500783804047,6,0.7250029540992559,49.04244644291308
191,9117,0.0,14415.908602284071,6,0.436021690218171,48.096046275090714
192,9530,0.0,14583.171368809672,6,0.8677472598735008,47.86053362092134
193,8883,2.0,14634.323737851057,6,0.4481757254080082,48.31168764486098
194,5159,0.0,13605.359417365404,6,0.1270324986732577,48.71103995704398
195,5998,1.0,14329.874221950144,6,0.7025157185014982,49.03609920646545
196,8603,0.0,14275.555166661416,6,0.9899677933292,48.350286551325084
197,9390,0.0,14172.382635038068,6,0.0279770690010717,47.836419723731744
198,9987,2.0,14635.60132315348,6,0.3756602874822184,47.51020626244342
199,7424,1.0,14855.927268503789,6,0.4747793371159473,49.02607618360727
200,9809,2.0,14430.059050883943,6,0.2126142165123481,47.59811636648009
201,7041,1.0,14478.198560828854,6,0.5024917366119498,48.97894982620267
202,9710,2.0,15110.877499808312,6,0.1756541681594612,47.88087103944546
203,5266,0.0,13766.840371170583,6,0.0500852755491223,48.78755389616668
204,9954,1.0,15107.598479952974,6,0.9826434898259406,47.676545234168024
205,8562,0.0,14278.669390867242,6,0.2632404457629864,48.37255328928757
206,7880,1.0,14850.212400210135,6,0.0438299357323317,48.87323036608159
207,5740,1.0,14630.45076401492,6,0.2371587214314859,49.160093224057
208,9637,1.0,14386.635247433298,6,0.765130150740253,47.72036473854438
209,7456,1.0,14705.788978633364,6,0.3409320139728828,48.96233197727968
210,6156,1.0,13731.624466519015,6,0.7440636516242588,48.78943253948171
211,7964,0.0,14093.869882374844,6,0.9868008649300346,48.57407083900162
212,7892,1.0,14319.27242990162,6,0.459979007730894,48.68084218629207
213,6011,1.0,13767.816917304472,6,0.4787760356641438,48.808239995213015
214,7053,1.0,14053.490215399544,6,0.7500467694907578,48.81576331809613
215,5133,1.0,13992.597095920091,6,0.8380618207573673,48.87315071822081
216,6918,0.0,14752.16628102729,6,0.8507331526072028,49.10574087353048
217,6698,1.0,13994.484172756367,6,0.2083483963286266,48.84976821950674
218,8092,0.0,14781.034057833944,6,0.040158683497408,48.76407332549495
219,7678,0.0,14585.606651446522,6,0.2931486253629402,48.85049687861367
220,7518,0.0,14310.334679387965,6,0.2569283136191433,48.80007208642862
221,8277,0.0,14664.933135130144,6,0.871064286276218,48.642308187920136
222,8066,0.0,14503.84864838625,6,0.3973396400170425,48.67834577266953
223,8746,2.0,14401.765092205136,6,0.4790469573207143,48.31487486697821
224,5106,0.0,13884.83888230414,6,0.0385950757367761,48.82551858552063
225,9605,2.0,14774.311599368732,6,0.8526160081454258,47.861730298657626
226,5307,0.0,14448.318494732915,6,0.729813695087976,49.07405542635116
227,6295,0.0,14076.94255792672,6,0.4775829206510865,48.92112638539989
228,6185,1.0,14179.203103327003,6,0.1768986168599062,48.9683879720974
229,7431,1.0,14353.998183433663,6,0.8672330073610262,48.840548251967476
230,5066,1.0,14368.379337056733,6,0.4761387817408034,49.025215371195735
231,6069,0.0,14429.439657257284,6,0.4813256996672254,49.07346148851377
232,7018,0.0,14297.200817354063,6,0.5723757052989609,48.91505979260599
233,7659,1.0,14063.952992559996,6,0.6450656517290341,48.667898765299896
234,6411,1.0,14693.689412632211,6,0.4210886268027372,49.15417385204554
235,9143,0.0,15088.89398753182,6,0.5343436342252917,48.29264433289178
236,8647,0.0,14461.448613875273,6,0.5470349255494333,48.38886670303297
237,7707,1.0,14693.564909828388,6,0.3160873589838331,48.879575964339985
238,6706,1.0,14617.750971855932,6,0.8192186930673157,49.089548957528834
239,5666,0.0,13649.60639988667,6,0.237863310766289,48.757679659604904
240,9887,1.0,14371.310036727296,6,0.2215179759444975,47.51742068037219
241,8593,2.0,14653.262988101971,6,0.041687597686459,48.48168016916832
242,5952,0.0,14518.47214002539,6,0.8584033655893215,49.11273928783265
243,6924,0.0,14100.273280799516,6,0.7542063669127662,48.85699537945028
244,7832,0.0,14513.489450429564,6,0.712683819038177,48.77168914448641
245,8487,0.0,15042.581062313173,6,0.8277370756692302,48.667568511074016
246,7915,0.0,14172.454857851182,6,0.6912390261402707,48.62017240586153
247,7501,0.0,14575.124680283932,6,0.1451930364350151,48.901694190559276
248,8245,0.0,14457.425108223542,6,0.0416624913639953,48.58554336780383
249,9072,2.0,15105.825987506409,6,0.8975582340156508,48.34521659853773
250,5675,1.0,14156.768122183255,6,0.0925912463768146,48.967546618833275
251,7478,0.0,13958.215861304236,6,0.1723877402379181,48.68170828904631
252,6797,1.0,14389.905972105393,6,0.0210255590335922,48.98871146616671
253,8278,0.0,14434.846025484878,6,0.4166463813689545,48.562897909524935
254,8263,0.0,14377.75028730383,6,0.3068878431484979,48.55003740963706
255,7985,1.0,14464.58772086256,6,0.3786046091719836,48.69701589642272
256,9472,0.0,14639.408374793711,6,0.8441600318533479,47.920688612554834
257,9043,2.0,14109.896447062974,6,0.366307645629305,48.04554772400043
258,5523,0.0,14008.319426202945,6,0.4588389890417439,48.902224886836244
259,5189,1.0,13585.382944458266,6,0.7789937948479236,48.704917669533096
260,6640,0.0,13886.668216520282,6,0.0992543053678262,48.814611566481815
261,7610,0.0,14487.170981576017,6,0.6151614000699807,48.83678974503684
262,7826,1.0,14215.437565071215,6,0.5047272742546539,48.66744409760881
263,5791,0.0,13734.905770850848,6,0.1711416127236471,48.795497374786834
264,5584,1.0,14100.830298199407,6,0.6653636647339323,48.94248504088831
265,7022,1.0,14209.361417523964,6,0.0100386756529982,48.88098173962789
266,8758,0.0,14589.00479291109,6,0.1837924590343822,48.369653609180574
267,9518,1.0,14969.585351959437,6,0.5327181306512794,47.98767509984186
268,8356,1.0,14407.716175620388,6,0.6340245287756593,48.517563848971534
269,6027,0.0,14255.336611460936,6,0.4806862611931741,49.00532380491961
270,6917,1.0,14520.438892837565,6,0.5229983510369774,49.0184482997882
271,5309,0.0,14059.09451926669,6,0.2685379821055836,48.91299606048193
272,6118,1.0,14228.279692570695,6,0.3554681957489412,48.9911659460484
273,8568,1.0,14841.267632513818,6,0.9716487540687344,48.55769502943704
274,9651,1.0,14361.764939464349,6,0.6818653484338817,47.70220483237392
275,7376,1.0,14372.10180500363,6,0.2123880563881064,48.861930882483016
276,5806,1.0,14484.043659729155,6,0.7468377169758762,49.10116257160444
277,7888,1.0,14204.91647184975,6,0.6514747214873741,48.64160578302229
278,6381,0.0,14751.6467653413,6,0.5512453389602114,49.17945139419699
279,5744,1.0,14080.412905834912,6,0.347085806218851,48.93721025467635
280,9468,2.0,14652.79192925404,6,0.454362421893779,47.927795972361906
281,5968,0.0,14642.691976422964,6,0.0920375688062189,49.1617253478498
282,6611,1.0,14291.69351107431,6,0.8223947765681359,48.976375265548484
283,7868,2.0,14770.7437836863,6,0.2329054066534934,48.849743115454686
284,5265,0.0,14036.178592407725,6,0.8694116391524104,48.900719164494134
285,5403,0.0,14509.98826546784,6,0.2248069609673331,49.10390260070397
286,5876,1.0,14271.383532877391,6,0.7299079472803209,49.014881632558016
287,9636,2.0,15060.535657784116,6,0.9267524437301689,47.92448636704327
288,5629,1.0,13786.558867239988,6,0.5322360051361534,48.81368943254647
289,6801,1.0,14430.732237826049,6,0.3827511797287105,49.00372672320041
290,9378,2.0,14445.734501886536,6,0.6642354702178614,47.92899034315186
291,6273,1.0,14177.129594601403,6,0.6895214087643188,48.96245919684276
292,8465,1.0,14874.734316019125,6,0.9148583107453344,48.622481891217014
293,7153,1.0,13934.492249696028,6,0.1093212641874331,48.750545420924645
294,9846,0.0,14712.753597997678,6,0.6282994685829151,47.65104522008301
295,9812,2.0,14325.275726104308,6,0.8771432332274451,47.56500557540736
296,7172,1.0,14382.048592583877,6,0.0241924273401038,48.91509773900316
297,9245,2.0,14290.728920096675,6,0.4566113554617677,47.97249182731803
298,5331,1.0,14433.432242894276,6,0.3910171876358735,49.069209043931515
299,8401,2.0,14196.295895378988,6,0.993885211383013,48.42425271117877
300,5908,1.0,14247.449456182052,6,0.7718218280942377,49.00481839721815
301,7390,1.0,14899.639891649367,6,0.8426653816785088,49.051521643123245
302,5301,1.0,13883.271970909173,6,0.6500158881797604,48.838911758053634
303,6677,1.0,14365.128040103436,6,0.6985765184581708,48.996453234654766
304,8214,2.0,14090.480143996754,6,0.4447439712021457,48.4723682515643
305,5731,1.0,14624.275779232328,6,0.8819035026441892,49.1576041545644
306,6773,1.0,13889.943148450828,6,0.296056165179424,48.79900435825554
307,5767,1.0,14462.771529490126,6,0.509754316574723,49.09269239813528
308,6986,1.0,14218.515881367508,6,0.2237590720141873,48.89121257473403
309,5773,0.0,14154.083351589605,6,0.9330593596037304,48.96751260431663
310,6065,1.0,14597.403198258602,6,0.7800657174110661,49.14031500913537
311,7701,0.0,13989.205133428692,6,0.7384275906483192,48.6275216677255
312,7945,1.0,14119.218082600688,6,0.7607099745953643,48.59019085684458
313,6802,1.0,13948.568891292687,6,0.7027933822577035,48.817693910898726
314,9059,2.0,14754.92181068098,6,0.1649392062048946,48.24142269359558
315,5565,0.0,13957.184258029318,6,0.3965815009990775,48.88251296010837
316,6101,1.0,14334.367563366985,6,0.4079923177968613,49.03427517443434
317,8489,0.0,14201.480892421614,6,0.5844871272941357,48.383350360547546
318,7687,0.0,14172.641190931636,6,0.0982303147042731,48.698515069125364
319,8005,2.0,14569.123005999434,6,0.974065473118714,48.72588386193914
320,5183,1.0,13754.69952569364,6,0.6893610078004476,48.776453188850695
321,8307,0.0,14951.35002815598,6,0.3132382442953968,48.726125554495354
322,8754,1.0,15057.464135247874,6,0.7668305574660649,48.52593302124165
323,7133,1.0,14423.229201391558,6,0.9596224191667452,48.939098225452156
324,9723,0.0,14584.878916692056,6,0.4032401340050048,47.71255456451643
325,9683,2.0,14969.54502283152,6,0.2048277212875942,47.8597573261135
326,5387,0.0,13880.561584327492,6,0.124249539800187,48.84277966485704
327,5624,0.0,14467.4077264361,6,0.661197218197236,49.09324824746217
328,6232,1.0,14401.901761686724,6,0.6931664465921282,49.05419749997798
329,8442,1.0,14076.598383149409,6,0.3344804986945512,48.363985999600885
330,7418,0.0,14003.46532133561,6,0.2152214519712795,48.71442259053385
331,7284,0.0,14789.905158297492,6,0.9433202489659432,49.03960311893007
332,6927,1.0,14279.434024680264,6,0.0490141119887629,48.92503256553769
333,9145,0.0,14300.170745339386,6,0.5571835936048979,48.04131814323304
334,9568,2.0,14437.433560897916,6,0.88751977423459,47.78796650539517
335,5403,0.0,14277.358650324424,6,0.5418001018215118,49.00845487071054
336,9758,2.0,15170.505335117554,6,0.4567529164888038,47.85992269419914
337,5490,1.0,14093.783909297788,6,0.1216100597584596,48.936369248874804
338,8034,1.0,14556.10366298696,6,0.4963349594051169,48.7096648576145
339,9368,1.0,14843.509934422304,6,0.715732973960209,48.059250637840854
340,7660,1.0,14020.360174168229,6,0.7842216061412708,48.65172088761565
341,6158,1.0,14382.38469256114,6,0.0031606073703991,49.05070476115403
342,7484,0.0,14649.007531420511,6,0.0856325623896426,48.933551520653474
343,7715,0.0,14429.940779740777,6,0.6985650077283228,48.78227506816342
344,7092,1.0,14375.30709509445,6,0.2454464186053332,48.92979466299847
345,5097,1.0,13877.246145787634,6,0.0246611759246171,48.821589331265244
346,7051,1.0,13884.497196957012,6,0.9004488604726959,48.751662602661284
347,5289,1.0,13705.827676712666,6,0.8446904689029968,48.76332884097907
348,6517,1.0,14080.212941124895,6,0.4617246077867561,48.90404491340176
349,9552,1.0,14970.299755684608,6,0.3338666070517473,47.96205046424498
350,8466,2.0,14100.505517528143,6,0.2611343851035215,48.36053592710305
351,5742,0.0,14231.460934759376,6,0.0182637492259676,48.998851895250326
352,5244,1.0,14106.072821581629,6,0.6916842920678817,48.928596145620524
353,8473,1.0,14326.184517805015,6,0.6799349337678117,48.43340860983986
354,6983,0.0,14017.253961619195,6,0.653146105524569,48.81489077563277
355,7827,0.0,13984.73299386259,6,0.696536686854492,48.58432315690182
356,8633,0.0,14672.143524309897,6,0.2399205741055728,48.466449879670655
357,9316,1.0,14326.014553037998,6,0.8165449104698832,47.93519234733186
358,7066,1.0,14648.749256089295,6,0.0297011471426813,49.03783069447115
359,9690,0.0,14278.021916842989,6,0.2489799113419094,47.64721443409173
360,9825,0.0,14519.296901662092,6,0.2787930561115869,47.61129669888783
361,9975,0.0,14727.09571313216,6,0.6144429078320391,47.54694090659947
362,9611,1.0,14847.376157724664,6,0.714783963002134,47.879219057071566
363,8173,0.0,14219.396267843844,6,0.9867385260143446,48.53457466340411
364,7536,1.0,14276.213380440142,6,0.0872681120308394,48.78238656913964
365,8614,1.0,14947.010930973172,6,0.1218901915269526,48.56817482909178
366,9943,0.0,14897.759364515008,6,0.4239307396668335,47.62413850589415
367,8957,1.0,14627.559960844545,6,0.6605887326234663,48.26460054695873
368,7571,1.0,14182.145318513927,6,0.6778068656615038,48.737702738001886
369,9123,2.0,14777.75508224609,6,0.0206221121810379,48.20708897309114
370,5275,1.0,13774.0329489848,6,0.0009293812514703,48.79121678483608
371,6846,0.0,14222.714374069148,6,0.3884139216078393,48.91684159426231
372,7491,0.0,14198.724634659782,6,0.8294300503177879,48.76681681264772
373,7439,1.0,13979.019573451937,6,0.3783195472934144,48.699869604267946
374,8638,1.0,15048.098819927523,6,0.361347077073615,48.588559210012065
375,7258,0.0,13979.219634877203,6,0.4308392295517811,48.744495327654896
376,7740,1.0,14455.380707320584,6,0.5668210658033762,48.78305181067341
377,9330,0.0,14727.329145276182,6,0.8638813691666742,48.05010111395738
378,9676,1.0,14677.74517600572,6,0.3578339686996653,47.77738555632967
379,8120,0.0,14676.650711278477,6,0.1527004996117908,48.71595531401884
380,8026,1.0,14004.964431169425,6,0.7357533739971747,48.51904239820205
381,6082,1.0,13856.500145627824,6,0.2862255895492999,48.842635676774194
382,7322,1.0,14130.917456493711,6,0.190356094407471,48.786142089668395
383,6198,0.0,14184.590021239994,6,0.5796637241694571,48.969835868201976
384,6282,0.0,14098.622618588155,6,0.5249972527875372,48.93060979265245
385,6262,1.0,13939.70118740212,6,0.7582837327961378,48.86832425933911
386,9058,0.0,14115.043081826623,6,0.2402709242133279,48.03783604343477
387,8914,0.0,14828.164596235363,6,0.054076706704044,48.355800325285756
